ImageID;Description
64073;page displaying an information in shopping app
20379;page displaying news in a news app
13469;screen shows screen shot of a gaming app
25057;page displaying to enter phone number
63718;page displaying the search bar with list of different songs
68442;screen displaying multiple news feeds
44465;list of food items in a mobile
67871;login page of a shopping app
58137;display image
54638;screen shows about new session
37454;screen displaying help information about a mobile
9258;sign in page of a social app
45675;screen displaying faq page
3118;screen displaying multiple options in a health application
8332;page displaying the screen of mobile application
749;list of locations
38771;display of screen shows a map
35331;display of screen shows about a planner
7089;screen shows multiple options in a satellite app
63623;page displaying update option in a news app
12960;screen page of a shopping app
22957;screen displaying usage of data in a ringtone app
70714;login page of a social app
18407;page displaying settings in a mobile
21857;page displaying information about product with price
36250;screen shows different options in a shopping app
46585;screen shows about screen shows appointments
11812;display of screen shows bible app
52345;pop up displaying different apps
4024;page displaying location
57655;screen displaying multiple options in a booking application
281;page displaying list of news feeds
69907;page displaying information about a product
16249;page displaying multiple videos
39228;login page
49433;pop up showing information about app
71828;screen page displaying various options like support
10778;screen shows multiple options in a mapping application
19796;screen shows to select photo from gallery
50844;page displaying different stickers
2113;screen shows playlist on a music player
7241;screen shows verify pin option in a mobile app
67049;search bar to find jobs in job searching app
58300;screen displaying list of settings in a weather app
61611;screen displaying multiple features in a fitness application
11479;screen page displaying various options in music app
46382;screen shows multiple options
72043;screen shows multiple options in a health app
65415;page displaying a quiz in a game app
2038;screen displaying screen of mobile screen
17702;page displaying a video in the app
2479;screen shows multiple options in a financial application
10684;page displaying multiple options in call recorder app
69919;screen displaying screen with multiple icons
6968;screen shows a gif image in a gallery
250;screen shows about games
29415;screen displaying multiple setting options
40428;screen shows bookmarks in a bible app
22017;page displaying the screen of guide and other options
4008;screen shows add location in a location app
20750;screen displaying the page to fill the details
50792;screen displaying a drawing image
1186;display of screen shows about a weather app
49063;screen displaying swipe left and right to switch channels
64534;screen displaying the notes page
52014;screen shows to tag photos and videos with locations
18482;page displaying various questions about a learning app
29590;screen shows to find the first load
23593;page displaying various options in health app
69577;page displaying different apps
31975;screen shows menu in a shopping app
8029;pop up notification for different options
68517;screen displaying multiple options in a news application
7329;page displaying a product on an e-commerce app
30397;screen displaying a message with multiple options
7040;screen shows multiple options in a business application
6822;screen shows to fill the details in a financial app
62055;page displaying an advertisement in mobile application
34849;screen displaying the image of a game
32384;screen displaying the screen of a phone number
55560;page displaying different icons
42195;screen displaying a play icon
2509;screen shows tap twice option in a food application
67101;screen shows about screen shows
41266;page displaying the screen of mobile app
17053;screen shows multiple articles in a financial app
43308;pop up displaying a profile to continue
6778;screen displaying the favorites page
71500;screen shows to select a region
30113;screen shows menu page in a food application
52053;screen shows local settings
22120;log in page displayed of an banking app
52750;screen shows new chats in a social app
51178;screen displaying contents in messaging page
32743;screen shows about movie streaming app
18792;pop-up showing the list of colors to select
4127;screen shows about the app
47400;screen shows privacy policy in a shopping app
5182;pop-up showing list of different share options
21443;screen showing trouble signing in options
43092;screen shows connect details in a contacts app
23939;screen displaying list of years in a sports app
33023;screen shows to continue with an app
13805;page displaying information about a screenshot application
21658;page displaying information about news application
67731;screen shows a mobile app in a location
10014;screen displaying the screen of mobile app
51962;page displaying an information with other options
58034;screen shows line chart page in the mobile application
45328;screen shows about financial app screen
59944;screen shows multiple options in a mobile app
20268;screen shows multiple options in a music app
68814;page displaying multiple articles in a news app
26904;page displaying the create new project
16726;sign in page
468;screen shows multiple options in a travelling application
37673;display of screen shows collections
67965;screen shows multiple options in a fitness application
28983;screen shows about screen shot in a gallery
46670;screen shows create account details
54027;screen displaying the entertainment page
17198;screen shows past events in a tv app
31780;page displaying the chat details of a social app
62633;home screen displaying various days
329;screen shows screen shot of a mobile app
60580;screen shows general settings
63209;screen shows screen shows multiple options in a gaming application
55602;screen showing markers page
42279;pop up displayed get to know your fellow members
54825;screen displaying multiple videos in a video player application
63741;screen shows multiple options in a shopping application
63016;screen shows multiple options in a video app
28326;screen shows add mood screen in a chat app
69660;screen showing list of different language names
50811;pop up displaying the app details
58264;login page for a management app
8990;page displaying the phone number
58973;screen shows multiple options in a language translator app
60977;screen shows multiple options in a food application
64599;screen shows setup details
46141;page displaying saved destinations in app
47990;page displaying the details about the app
32996;pop up displaying about cookies
33707;page displaying the multiple options
19602;screen shows screen shot of a news app
41273;screen displaying the screen page of a calling app
11757;screen showing the multiple options in a social app
39024;page displaying the setting of a contact
44611;pop up to share using different apps
68285;screen showing a website link
28443;welcome page of a mobile application
45745;page displaying weather settings of a weather app
38039;page displaying information about a weather application
12455;page displaying information about vehicle
32338;pop up displaying the feedback options
5898;screen shows search bar in a mobile app
8983;page displaying to send sms to mobile number
17691;screen displaying a screen with multiple icons
13559;screen shows to create a mobile number
44953;screen displaying welcome page
35214;page displaying the screen of screen shows an app
39068;screen shows to generate password
6598;display of screen shows a mobile app
59812;screen shows to follow fashion snaps
12959;page displaying the multiple options of vehicle
66540;page displaying information about a food application
34388;display of screen shows about a mobile app
71503;pop up displaying the information of the game
39498;display of screen shows a mobile app
17837;screen shows create account details in a call app
8430;page displaying list of movies in app
7925;screen shows screen shot of a food app
54536;display of screen shows about mobile app
1276;login page of a learning app
61707;page displaying information about a location
33694;page displaying the multiple options
66689;pop up showing to allow easy chat roulette to take pictures and record video
31407;screen shows setting notification
59030;welcome page of a social app
6707;screen shows to buy a chromecast
44171;pop up displaying different applications to share
52924;screen displaying a page of a social app
48398;screen shows multiple options in a ticket booking application
20674;page displaying the screen of medication list
56532;screen shows open from details in a mobile
54179;screen displaying details of a weather app
62554;screen displaying the screen of favorites
15805;screen displaying video in a video app
40551;page displaying an information in fitness app
26552;page displaying a search bar and list of options
63558;screen displaying list of settings
61493;pop up displaying a question with multiple options
16084;page displaying to continue with same option
31836;sign in page for the app
62490;screen displaying the screen of mobile app
1267;screen shows signing up details in a social app
41888;screen shows to install an app
60076;screen shows multiple options in a health application
17450;screen shows multiple options in a music app
68628;screen shows to enter email address
63222;screen displaying the book page
15108;display shows weather details in a weather app
12621;screen page displaying various options in sports app
16714;screen shows mobile application screenshot in a news app
61564;screen showing list of weather notification settings
48086;screen shows a screen shot of a fuel economy app
23589;screen shows screen shot of a period tracker app
23177;page displaying multiple options in a language learning app
50060;page displaying map view in a navigation app
35999;screen shows about mobile screen
19812;display of screen shows a screen shot of mobile
49247;screen displaying list of mobiles in a learning app
8722;page displaying the list of pics
57490;screen shows breastfeeding details in a health app
22170;screen showing the blank page with options
1200;page displaying background information about a weather app
49251;screen shows multiple options
59892;login page of a social app
20373;page displaying the list of features
24399;page displaying list of options in app
19513;page showing the mail composing
26105;screen displaying access notification in a mobile
5471;screen shows no clippings in a mobile
11495;screen shows mobile screen shot
55186;display of screen shows a profile
59532;screen shows search bar in a mobile
20619;page displaying to get the details of the product
71642;screen shows about a fashion app
21910;page displaying a screen with multiple options
45608;page displaying list of different options
67707;screen displaying list of articles in a health app
35855;page displaying the screen of mobile with other options
51355;pop up displaying different apps to send feedback
47513;screen page displaying various options like back
29442;screen displaying multiple video controls with pause option
30644;display of screen shows about a mobile app
6268;page displaying the various options of social app
41596;screen shows multiple options in a food application
12655;screen shows tools in a health tracking app
62636;screen displaying multiple features in a language learning application
11586;screen shows spanish page in a language learning app
17722;screen displaying feedback page
65745;page displaying different locations available
22741;page displaying bag information and other options
50524;login page for renting app
64679;screen shows different holidays
5439;screen shows favorite teams list in sports app
57507;page displaying different details of a profile
53403;screen shows about a music app
37900;screen shows multiple options in a mobile application
12211;screen shows fans details in a sports app
16407;page displaying about the app
67622;display of screen shows a new app
41508;screen shows multiple options in a business application
59834;screen displaying list of shopping lists
26919;page displaying list of options for screen
32831;page displaying to choose language from different countries
35021;screen displaying the history page
56239;list of various options of mobile app
45636;screen displaying the download option
68886;screen shows screen Shot of a video in a news app
21962;screen shows page info in a mobile
13554;page displaying mobile id screen
26806;screen displaying list of abilities
10900;display with solar option
57128;page displaying various options in a family locator app
61713;screen shows multiple options in a gaming app
49202;screen shows video of a food recipe
12416;login page of a sports app
55796;display of screen shows general settings
36603;screen displaying about information in a trading app
36545;display of screen shows about a tracker app
19607;screen displaying multiple video clips with time left
37076;pop up asking to share to your friends
56704;list of options in a weather app
43444;display of screen shows a comic series
33882;page displaying a app to download
62144;screen shows rice bowl details in a food app
32126;screen shows a page of a screen shot
14819;screen shows phone volume details in a mobile
3123;screen displaying multiple options in a health application
5200;page displaying the information of the news
2917;screen shows vocabulary screen in a language translator app
9796;screen shows about a page
39557;welcome screen of a sports app
41265;screen displaying to add new contact details
619;screen shows screen shot of an invitation
38214;screen displaying the screen page of a period tracker app
18906;sign in page of a banking app
25772;screen displaying a text of a bible app
33689;page displaying list of countries
12719;page displaying the mobile application screen with multiple options
50148;pop up to share with friends through various applications
8004;page displaying the different options in app
46150;screen displaying the screen page of a bible app
614;page displaying signing in information about an application
30198;pop-up displaying to continue with same profile
61180;display page of a mobile app
65902;screen shows feed details in a health app
42670;screen shows to activate account in a banking app
16971;screen displaying the login page
17264;display of screen shows a mobile app
17643;screen displaying list of screen shows about a property
36502;screen page displaying various schools
57601;screen displaying list of top leagues
59487;page displaying information about financial application
53324;screen showing menu in a social app
63982;screen displaying multiple options in fitness application
8588;page displaying various options in shopping app
67025;screen displaying list of details of a job
50236;page displaying about phone link
35219;page displaying list of countries in app
69781;screen displaying home page
9622;screen displaying music library page
68090;pop-up shows the skyline screen
20742;screen displaying the screen page
61508;screen displaying multiple applications to select
9778;"""screen shows lets get started"""
5618;page displaying list of options in app
32539;screen showing list of countries
10554;page displaying different cars available in app
12908;screen shows multiple options in a shopping application
8965;pop up showing about
2244;screen displaying the notification page
67271;pop up showing to add a page
67536;screen displaying list of free stuff times
68604;screen displaying the photos page
55864;page displaying different options in a gaming app
67457;screen showing mobile app screenshot
19610;screen shows mobile screen with multiple options
23105;settings page
33635;screen displaying about screen shot in a health app
68121;screen displaying the mobile screen
10926;screen shows start tutorial in a mobile
37282;screen shows location search confirmation in map
55818;screen shows start page in a mobile application
35901;screen shows invoices details
7737;page displaying the information of instrument sound
61875;page displaying opinion on a screen
35667;screen shows hearing test page in a hearing app
72058;page displaying to select a parish
54018;screen displaying the premium version
24379;screen shows buy tickets page in a ticket app
30450;welcome page displayed
14085;login page of a social app
28434;page displaying navigation of location
41914;screen displaying multiple options in a fitness application
18449;list of options in a banking app
41962;screen shows mobile screen shot
70967;screen shows search bar to find location
17564;screen displaying the screen with multiple options
33722;screen shows multiple options in a weather app
53372;screen displaying an app to sort and filter
6694;screen displaying the mobile screen with wish option
71613;screen shows multiple options in a mobile application
25947;screen displaying list of options in a sports app
46820;screen shows multiple options in a music app
46348;page displaying the screen of mobile application
11336;display of screen shows abilities in a mobile
42423;screen shows to open an app with browser
1926;page displaying an image in the app
49329;page showing list of different setting up colors
25088;screen shows about panel app
23280;login page
53701;screen displaying multiple downloading options
46889;screen displaying the screen of mobile screen
8883;screen shows multiple options in a weather app
24576;screen shows multiple options in a social app
20470;screen shows multiple options in a weather app
49576;page displaying the map view
34811;page displaying the screen of blocks and items
59499;screen shows movie title in a movie app
68507;screen shows an image in a fitness app
57267;page displaying to select a country
37811;screen showing various social apps
58151;page displaying information of a news app
11102;screen shows open with multiple applications
71403;page displaying the weather conditions in app
33916;page displaying top story of a news app
32888;screen shows to book a car
2411;display of screen shows a mobile screen
22540;screen shows create plan details in a fitness app
8179;screen page displaying various dates in social app
59937;screen displaying the screen page of a music app
18543;screen displaying list of options in a mobile screen
34117;screen page displaying various articles
1921;screen displaying a image with multiple icons
38232;screen shows create account details
10178;screen showing a page of a tv series
41480;screen displaying the screen of mobile app
36774;page displaying a news app
36663;screen showing today screen of a baby app
68463;screen shows mobile screen with multiple options
43276;screen shows about screen shows app
247;page displaying to create a profile
40730;screen shows a screen with multiple options
61238;screen shows the screen shot
29212;page displaying image of a girl
28518;screen displaying a music app with multiple options
1735;screen shows a flight details in a travel app
5308;screen displaying the screen page
37699;screen displaying a loading page
31194;screen shows multiple options in a vehicle application
65285;page displaying a product with price
11228;page displaying multiple applications to share
24157;screen showing account type
62000;welcome page
63508;page displaying to invite friends in a social app
697;pop up showing different options to share
34337;screen displaying the screen page of a music app
54634;page displaying the screen of mobile app
53435;screen showing page of a tv app
62736;screen shows a blank page in a mobile
20737;screen shows about screen shot
12247;screen shows to install an app
108;login page for the social app
59521;screen displaying multiple images in a gallery
51760;screen page displaying various options like login
36013;page displaying the screenshots of the mobile
60685;login page of a social app
69370;page displaying general settings of a statistics app
61457;screen page displaying various options like play
58023;screen displaying the settings page
51223;page showing the quotes in a trading app
68861;page showing the list of reading in app
3372;screen shows multiple options in a caller tracking app
56421;screen shows create account details in a mobile
48903;page displaying the screen of mobile application
49509;page displaying a image in the app
22173;screen shows a mobile screen shot
66862;screen displaying the thermostats in a device
40763;screen displaying the list of features
39801;page displaying to select a voice recorder
35686;display shows number of applications
26329;screen shows new details in a gaming app
31999;page showing the empty list of episodes
68688;screen shows register details in a mobile app
33075;screen shows an image in a mobile app
54872;screen displaying the open screen options
1093;screen displaying multiple options in a mobile application
46592;screen displaying the screen shot of the transport app
31259;screen displaying the screen page of a profile
67194;login page of a social app
64111;page displaying the list of options in a mapping app
62416;screen displaying multiple themes and buttons
63282;screen displaying multiple pictures in a social app
30381;screen displaying multiple features with login option
64826;screen shows number of details in a mobile app
42657;screen displaying list of teams
23485;page displaying the details about the app
8416;page displaying list of movies
60415;page displaying history of call history
32485;screen displaying multiple features in a fitness app
13887;page displaying satellite view of a satellite
42623;page displaying list of options
43977;page displaying the profile of a profile
58785;screen displaying the screen of save option
63509;page displaying to see the location services near you
37980;screen displaying the screen shows hijab tutorial
33938;screen shows time to sleep details in a sleep tracking app
46117;sign up page displayed of a music app
7965;screen shows multiple options in a news app
65590;welcome page of a text app
49026;screen shows about the app
38683;page displaying list of food items
2934;screen shows vocabulary page in language learning app
32847;screen shows multiple profiles in a social app
6596;screen shows details in a music app
16193;screen displaying multiple doors
49592;screen showing add drink and cancel options
67023;page displaying install option of a social app
65789;display of screen shows a reading list
64216;screen shows help details in a survey app
61197;screen showing voice option in a financial app
519;screen page displaying various options like save
18544;screen displaying multiple options in a fitness application
68394;display of screen shows mobile application
41677;screen shows a screen with few options
44429;screen shows discover options
47419;page displaying different files in a mobile
7682;page displaying general settings in a mobile
9313;display of screen shows tips
19349;screen shows to set language
57894;screen displaying privacy policy
12658;screen shows summary details in a sports app
53568;page displaying an article in a sports app
6038;screen displaying list of mobile screen icons
51380;screen page displaying an image with different options
16504;page displaying different categories of an shopping app
55562;screen displaying multiple image options
39660;screen displaying a post in a social app
11240;screen shows offers page in a food app
14525;screen shows multiple options in a love app
46484;screen shows mobile screen shot in a weather app
65942;screen displaying the shopping page
13098;page displaying the details of mobile banking app
69248;screen shows multiple options in a vehicle application
43653;sign in page for the application
26595;screen shows passkeys page in the app
42743;page displaying to enter email
43100;page displaying all stories in a sports app
71475;page displaying different videos about the app
36527;screen shows to enter referral code
29823;page displaying multiple options in a news app
51473;display of sports screen with list of options
27117;login page of a social app
42729;screen shows live scores in a sports app
67770;page displaying information about sports application
51811;screen shows update details in a weather app
29039;screen displaying the page of a vehicle tracker app
58189;screen showing basic info in an image
41950;page displaying information about a weather application
32440;screen displaying the screen with open with options
37653;page displaying various clothing options in a shopping app
49789;screen shows mobile application screenshot in a news app
35493;screen displaying vehicle screen
28994;screen shows graphic design with few options
62280;screen displaying the screen of tracker app
14236;screen shows information about weather in a forecast app
69350;display of screen shows a mobile app
28190;screen displaying multiple options in a weather app
69066;display of screen shows a train route
9910;screen page displaying various information in app
9819;pop up page displaying to choose color in app
61250;screen displaying multiple setting options in a reading application
44395;screen displaying sign in page of a travel app
40668;screen showing different products with pictures
24635;screen displaying loading page
20020;page displaying the camera options
44447;screen shows to enroll in a banking app
65622;screen showing page of a shopping app
61387;page displaying the live police scanner
12984;pop up displaying different applications to share
48354;screen shows about details in an ebook app
31108;screen displaying the sign up page
1436;display of screen shows mobile app screenshot
64846;page displaying about a news article in a news app
49605;pop up showing a list of options
45968;screen shows video of a screen with ad
29488;screen displaying the screen page of a video call app
61541;display page of a mobile application with various options
25853;screen shows traffic details in a navigation app
70409;screen showing share option with multiple applications
34820;page displaying to enter url in app
40310;screen showing bridge page
16701;screen shows about screen shows app
35175;screen shows favorites page in language learning app
772;screen displaying multiple friends in a social app
65134;page displaying a image with different options
25999;screen shows info in a mobile application
30785;page displaying multiple options in an entertainment application
457;screen shows more information
14049;screen shows multiple options in a recipe recipe application
8528;screen shows a music player app
64426;screen page of a shopping application
25969;page displaying list of items in shopping app
12002;screen shows a mobile screenshot
42181;page displaying about the mobile app
26297;screen shows screen information in a video app
61060;screen displaying a screen with multiple controls
61501;pop up showing to select date
38015;screen displaying search bar to find caller id and phone number
44769;page displaying an image in a photo editing app
65647;screen shows multiple add-on images
69576;screen shows different folders in a mobile app
47470;page displaying the list of different sports
13928;page displaying a car in a car app
34893;screen displaying genres of music
49181;welcome page of a truck routing app
29052;page displaying to select hotel in app
65003;screen displaying loading page of a news app
64038;page displaying with list of network names
44726;pop up showing list of colours
25948;page displaying the settings of app
17060;screen shows watch lists in a financial app
3150;screen shows agree option in a mobile app
60100;screen shows screenshot of a quiz app
35617;page displaying the search results of mobile
51255;screen displaying multiple screen shows of a gaming application
60535;screen page displaying various images
38275;screen displaying the multiple icons
36589;page displaying the manage accounts
11961;screen displaying the start page
32365;screen shows different categories in a learning app
64706;welcome page of a social app
12120;page displaying the 3d image
57717;display of screen shows effects
44460;page displaying a food recipe
29610;screen shows multiple options in a music application
25508;screen shows multiple options in a music application
67867;screen shows multiple options in a shopping application
44485;display of screen shows recent images
59115;screen displaying outfits page
5957;screen shows multiple options in a shipping app
65034;page displaying to enter details in app
71068;page displaying the screen of a music app
11547;page displaying an option in a news app
12904;screen shows mobile screen of a shopping app
30417;page displaying multiple options
17286;screen shows multiple options in a mobile application
69311;screen shows log in page in a social app
66937;page displaying list of comics
27600;page displaying list of updates
12095;page displaying to install an app
71304;screen shows multiple options in a photo editing app
18976;pop up message showing to use location
966;display of screen shows a mobile application
12004;display of screen shows to choose an app
52022;screen page displaying various options like compose
24467;page displaying to share with friends in a social app
38381;screen shows notification details in news app
55627;screen displaying multiple home products with price in a shopping application
3284;screen shows screen details in a learning app
70519;screen displaying image gallery with likes and likes
46891;screen shows a screen shot of a mobile
58801;screen shows mobile application screenshot
31114;pop up showing video of an app
17884;display of screen shows a caller locator
67187;screen shows multiple options
7917;page displaying multiple images
68434;page showing list of weather notification settings
22833;screen shows screen shot of a mobile
62882;page displaying with list of different settings
54845;page displaying a profile of a girl in the app
13638;screen shows multiple options in a learning app
53008;screen displaying audiomack with multiple icons
60069;screen shows bible app screenshot in a devotional app
5531;page displaying list of options in a dictionary app
4762;screen displaying the screen page of a recipe book
66704;display screen of list of profiles
53329;page displaying list of options
20523;screen shows details in a news app
50707;screen shows weather details in a weather app
62579;page displaying to remove ads
66763;display shows to select vehicle
69406;screen shows account details in a travel app
62419;screen displaying the list of mobile app screenshots
17333;screen displaying multiple options in a weather application
46119;page displaying a text with share and save options
62559;screen shows map view in a mapping app
44811;screen shows to install an application
67788;screen shows a video with free install option
200;page displaying the screen of screen with multiple options
42953;page displaying list of news articles
29054;screen shows mobile application screen shot
41018;screen shows multiple options in a communication app
47148;screen displaying screen page of a brain learning application
16634;display screen of network
16409;welcome page
30209;screen shows screen image of a social app
41487;page displaying details of a location
9630;screen shows different locations in a mapping app
12946;screen shows share options in a radio app
33703;screen shows uploading of photos in a gallery
63534;page displaying verification informations about a mobile
20954;page displaying different brainwaves
70522;display shows to select color for an app
71210;page displaying various videos on news app
24159;page showing different options in the language
23272;screen shows multiple options in a music app
38178;screen shows error page in a news app
33721;page displaying the weather conditions
64930;page displaying list of features
212;login page of a fitness app
28345;screen shows multiple options in a camera application
46763;screen shows a route planner
24883;pop up displaying calendar
23850;screen displaying top stories
62326;page displaying to choose profile
30980;screen displaying multiple options in a mapping application
19094;screen displaying the multiple video options
50840;login page of a social app
69322;page displaying women information in a shopping app
15325;screen shows about login screen
11258;screen displaying multiple quotes in a communication application
47794;page displaying the ringtone and other options
12364;screen shows screen shot of a boat
51738;screen shows mobile application screenshot
4908;screen shows multiple options in a recipe application
27483;screen displaying multiple options in a video editing application
49196;screen showing app preference with different applications
46300;pop up showing cluster support
22679;page displaying the screen of mobile app
61423;screen shows to start a new action
2009;screen shows mobile application screenshot in food app
30741;screen shows list of regions in a mapping application
246;page displaying address details in app
36821;page displaying different skins available in application
58777;page displaying to choose interests
45810;screen shows to play games
62657;screen displaying multiple options in a mobile application
19656;screen showing screen with options
13835;screen displaying the details of a medicine
21220;display of screen shows to install mobile app
33710;page displaying news in an news app
51742;screen displaying the screen page of a medical app
42593;screen shows ab exercise in a fitness app
55892;page displaying different images in a social app
54003;screen shows multiple options in a test application
507;pop up displaying multiple applications to share
52136;screen displaying the screen page of a mobile application
66611;screen shows about chats
8628;screen displaying the black list
20887;screen shows about booking a hotel
65443;page displaying multiple options in a news app
30977;screen displaying the list of locations
6534;page displaying to select a zodiac in app
52281;screen displaying error message in a mobile screen
14980;page displaying the screen of a sports app
70489;screen shows details of a page
25557;display of screen shows a mobile app
59825;page displaying different options in food app
25045;screen shows multiple options in a weather app
14064;page displaying a news in the app
61913;screen displaying the page of a traffic app
6444;page displaying to select an option in the app
40565;screen displaying multiple options in a management application
38662;screen shows number of ingredients
71499;screen shows screen shot details in a gaming app
24442;page displaying different setting options available
7587;screen displaying page of a mobile application
7433;screen displaying multiple images with names in a gallery
30523;screen shows streaming now in a video app
44587;screen shows different options in bible app
66126;login page of a social app
12881;screen shows enter amount in a money app
42655;pop up asking to share with other apps
51145;screen shows about a app
5846;screen displaying the screen shot of a mobile
46910;screen shows list of options in a mobile
70083;screen shows multiple options in a tracking application
68955;list of different apps on screen
38519;display of screen shows to install an app
32357;screen page displaying various options like search
21751;screen shows screen of a news app
70351;page displaying the video of a sports app
15079;notification displaying an information with deny and allow options
1297;page displaying empty list of recent
62363;screen shows friends page in a call app
71233;screen showing add location option
36661;screen shows screen page of a movie app
36659;page shows the multiple options of mobile application
38508;page displaying a location in a mapping app
15481;page displaying the music app
59293;page displaying the tips of the mobile
28110;screen shows multiple options in a health application
23676;page displaying information about food delivery application
15336;screen displaying about screen shot
52775;screen shows multiple options in a mobile app
52084;page displaying different recipes available
19746;screen displaying the error page
32866;screen shows multiple dramas
22721;screen displaying multiple watches with price in a shopping application
61398;screen shows a screen with multiple icons
55154;welcome page
1047;screen displaying the sign up page
50021;page displaying various information
55371;screen showing mobile application screenshot
33837;page displaying list of options in app
57516;screen shows a screen with mobile app screen
37234;page displaying an image in a car application
31;page displaying details in financial app
34079;page showing different options in the drug guide
45023;screen displaying terms of service
57326;screen shows share options in a social app
53649;screen displaying terms of use and information about the application
69783;screen displaying various images in a sports app
25050;screen shows multiple options in a weather app
43273;page displaying various options
19064;screen displaying the maps with different options
64726;screen displaying a image of a news app
54076;screen shows map view in a location app
64019;page displaying different options in a weather app
20488;screen shows search bar in a mobile
71855;login page of a banking app
3464;screen showing screen of chat page
49787;page displaying list of options in app
47909;page displaying the video of the video
42467;page displaying the wishlist of an shopping app
8796;page displaying list of apps
22444;screen shows tutorial step in an image editing app
35825;screen displaying multiple options in a screening application
3328;screen shows christmas wallpapers in a mobile
38164;page displaying list of settings in app
19605;page displaying the list of mobile screen shows
65612;page displaying with list of applications to select
25190;screen displaying multiple features in a shopping application
52881;screen shows no access details in a communication app
26970;page displaying different icons
48381;screen displaying the next page of a mobile screen
20257;page displaying the sign up and browse games
49;screen displaying a screen with a text
58089;page displaying the mobile application screen shot
17538;screen displaying terms and conditions of a survey app
23209;screen shows screen shows notification details in shopping app
40149;page displaying the month view
12069;screen shows update details in a newsfeed
64250;screen shows start page
53210;screen shows list of weather settings
45501;screen displaying a map view with multiple icons
53079;screen displaying the screen of sports app
39369;screen displaying the login page
17235;welcome page of a learning app
257;list of platforms to select
14161;screen displaying multiple movie times in a movie app
70687;page displaying different images in a gallery
27049;screen shows multiple options in a music app
5145;page displaying list of comics in a shopping app
64199;page displaying a profile information in app
30122;screen shows settings page in a food app
67375;screen shows a screen with multiple options
62212;screen shows mock theory test 1 in a learning app
1576;screen displaying the account page
51331;screen shows map with multiple options
51729;screen shows multiple causes
37201;display of screen shows a wish list
163;screen shows multiple pictures in a gaming app
46938;page displaying privacy and security settings
25702;screen shows multiple options in a communication app
41050;screen displaying a photo editing application
51175;screen shows about a mobile app with sign up option
6124;screen shows about astrology app
69734;screen displaying multiple sign up options
11659;page displaying information about application
37315;page displaying to select gender
13911;screen shows multiple colors
1873;page displaying the alarm setting options
55948;screen displaying multiple options in a property application
62241;display showing the screen with different options
32488;display of screen shows about photos
37965;screen shows to locate a location on a mapping app
72177;screen showing the options to open an app
2624;screen displaying a image in a photo editing app
22214;screen shows details of an ebook
69546;screen shows about a music app
36472;page displaying the diagnosis screen of the app
32573;screen displaying the screen of mobile application
38776;page displaying the multiple chat rooms
43416;screen displaying a share this app
60650;screen displaying an image in a bible app
26100;screen displaying the product in a shopping app
9453;page displaying details of a product
40376;page displaying tips of a workout app
30934;page displaying to calculate trip
3085;screen shows multiple options
37983;page displaying to request more information
43755;screen shows multiple articles
6336;account page
32356;page displaying to install an app
21456;pop up displaying the calendar
12489;page displaying the multiple colorings
62564;page displaying settings in a mobile app
61187;pop up notification for alarm clock
43699;screen displaying screen page of a expense tracker app
48826;screen displaying information about an application
59093;login page of a mobile app
37561;screen shows a screen shot of a calculator
36580;screen shows mobile application screenshot in a navigation app
58640;page displaying a image of a sports team
56738;screen showing screen of food app
62981;page displaying screen shot of a quiz app
1072;sign up page for a social app
49765;screen shows multiple options in a navigation application
38614;page displaying the details of mobile
33621;display of screen shows the screen shot
47168;screen shows multiple options in a mobile app
45806;page displaying list of details
826;screen shows choose an image in gallery app
25689;pop up displaying swipe and share options
43224;page displaying an image with different options
33890;display of screen shows to search planner
31763;screen shows multiple images in a gallery
12717;screen displaying multiple streams in a banking application
1696;screen shows number of emojis in a baby app
227;screen displaying multiple features in a learning application
29964;screen shows screen shows photo gallery
33310;screen displaying forecast in a weather app
55009;pop up displayed profile status and other options
44628;screen displaying a search bar in a location
22968;screen shows multiple options in a weather app
57923;page displaying the details of matches
35843;page displaying the multiple options
60407;login page of a social app
25491;page displaying information about an application
25678;display of screen shows a demo mode
27912;login page for a social app
32795;sign in page
48912;screen displaying the screen shot
48915;display of screen shows about mobile screen
17717;screen shows multiple options in a mobile screen
1525;screen shows screen shot of a music app
17832;screen displaying the screen of mobile application
6227;screen displaying the connect contacts page
64797;screen shows weather details in a weather app
6398;screen shows a screenshot of a dating app
64908;screen shows multiple songs facts in a music app
27713;display of screen shows a mobile screen
40991;screen shows details of a vehicle
68411;display of screen shows about screen shot
41318;page displaying a map view
8552;screen displaying the registration page
69271;screen displaying register page
12288;page displaying different categories of a social app
33956;screen shows to choose a chakra in a mobile screen
35595;screen shows multiple ringtones in a music app
41206;screen displaying the notification page
526;screen shows list of mobile vehicle options
51022;welcome page of a browsing app
59347;screen shows a screen page of a reading app
26619;display of screen shows pizza recipes
3275;display of screen shows animal images
11081;page displaying the social app screen
46148;page displaying network settings
